WVZ-Nr. (R | S | E/M),edwoca-ID,,,,,,,
R 476,1577,,,,,,,
R 476,1578,,,,,,,
R 476,1579,,,,,,,
R 476,1580,,,,,,,
R 476,1581,,,,,,,
R 476,1582,,,,,,,
R 476,1583,,,,,,,
R 476,1584,,,,,,,
R 476,1585,,,,,,,
R 476,1586,,,,,,,
R 476,1587,,,,,,,
R 476,1588,,,,,,,
R 476,1589,,,,,,,
R 476,1590,,,,,,,
R 476,1591,,,,,,,
R 476,1592,,,,,,,
R 476,1593,,,,,,,
R 476,1594,,,,,,,
R 476,1595,,,,,,,
S 378b | D18/2,1596,,,,,,,
S 378b | D18/2,1597,,,,,,,
S 378b | D18/2,1598,,,,,,,
"R 238,2 | S 553/2 | A141/2",1599,,,,,,,
"R 591b,R 567b,R 592b,R 594b,R 568b",1600,,,,,,,
R 591b | S 273/2 | N5,1601,,,,,,,
R 567b | S 272/2 | N3,1602,,,,,,,
R 592b | S 275/2 | N8/2,1603,,,,,,,
R 594b | S 278/2 | N9/2,1604,,,,,,,
R 568b | S 279/2 | N10/2,1605,,,,,,,
R 531 | S 503 | A223,1606,,,,,,,
S 378c | D18/3,1607,,,,,,,
S 378c | D18/3,1608,,,,,,,
S 378c | D18/3,1609,,,,,,,
"R 465,1 (487)",1610,,,,,,,
"R 465,2 (487)",1611,,,,,,,
R 610b | S 306/2 | N46/2,1612,,,,,,,
R 99 | S 509 | A246 ,1613,,,,,,,
"R 106,15b | S 244/15 | A132/15",1614,,,,,,,
[R 418] | [S 101] | [G10],1615,,,,,,,
R 260 | S 572 | A292 ,1616,,,,,,,
R 97 | S 239 | A262,1617,,,,,,,
"R 325,1 und 2",1618,,,,,,,
"R 325,1",1619,,,,,,,
R 302,1620,,,,,,,
R 302,1621,,,,,,,
R 303,1622,,,,,,,
R 654 | S 346 | P1,1623,,,,,,,
R 310,1624,,,,,,,
R 310,1625,,,,,,,
R 306,1626,,,,,,,
R 301,1627,,,,,,,
"R 338,1 | S 581/1 | B31/1",1628,,,,,,,
"R 338,2 | S 581/2 | B31/2",1629,,,,,,,
,1630,,,,,,,
R 627b | S 299/2 | N39/2,1631,,,,,,,
R 575c | S 288/3 | N7/3,1632,,,,,,,
R 577b | S 291/2 | N17/2,1633,,,,,,,
R 625 | S 277/2 | N21/2,1634,,,,,,,
R 628 | S 331 | N72,1635,,,,,,,
R 629 | S 332 | N73,1636,,,,,,,
R 630 | S 333 | N74,1637,,,,,,,
R 622 | S 329 | N70,1638,,,,,,,
R 624 | S 330 | N71,1639,,,,,,,
R 631 | R 334 | N75,1640,,,,,,,
R 621 | S 328 | N69,1641,,,,,,,
"R 560,11 | S 90/11 | M35",1642,,,,,,,
"R 560,2 | S 90/2b | M7/2",1643,,,,,,,
R 337,1644,,,,,,,
R 342,1645,,,,,,,
R 327-329,1646,,,,,,,
R 327,1647,,,,,,,
R 328,1648,,,,,,,
R 329,1649,,,,,,,
R 561 | S 91/1 | M36/1,1650,,,,,,,
R 343,1651,,,,,,,
"R 560,11 | S 90/11a | M35/1",1652,,,,,,,
"R 542,2 | S 72/2 | M3",1653,,,,,,,
R 348,1654,,,,,,,
R 544 | S 75/2 | M12/2,1655,,,,,,,
R 347,1656,,,,,,,
,1657,,,,,,,
"R 560,1 | S 90/1b | M31/2",1658,,,,,,,
,1659,,,,,,,
"R 560,1 | S 90/1a | M31/1",1660,,,,,,,
,1661,,,,,,,
"R 560,1 | S 90/1b | M31/2",1662,,,,,,,
"R 560,1 | S 90/1a | M31/1",1663,,,,,,,
,1664,,,,,,,
"R 560,1 | S 90/1b | M31/2",1665,,,,,,,
,1666,,,,,,,
"R 560,1 | S 90/1a | M31/1",1667,,,,,,,
,1668,,,,,,,
"R 560,1 | S 90/1b | M31/2",1669,,,,,,,
,1670,,,,,,,
"R 560,1 | S 90/1a | M31/1",1671,,,,,,,
,1672,,,,,,,
"R 560,1 | S 90/1b | M31/2",1673,,,,,,,
,1674,,,,,,,
"R 560,1 | S 90/1b | M31/2",1675,,,,,,,
,1676,,,,,,,
"R 560,1 | S 90/1b | M31/2",1677,,,,,,,
"R 560,1 | S 90/1a | M31/1",1678,,,,,,,
"R 560,1 | S 90/1b | M31/2",1679,,,,,,,
"R 8,10 | S 156a/1 | A27b/1",1680,,,,,,,
"R 8,11 | S 156a/2 | A27b/2",1681,,,,,,,
"R 8,12 | S 156a/3 | A27b/3",1682,,,,,,,
"R 471 | S 130 | D13 
R 333 | S 612 | B36",1683,,,,,,,
R 76 | S 196 | A266,1684,,,,,,,
[R 77],1685,,,,,,,
R 479 | S 4/2 | I8b,1686,,,,,,,
R 479 | S 4/2 | I8b,1687,,,,,,,
R 430 | S 113 | G28,1688,,,,,,,
R 358 (413),1689,,,,,,,
R 359 (414),1690,,,,,,,
R 361 (416),1691,,,,,,,
R 360 (415),1692,,,,,,,
R 671 | S 688 | Q17,1693,,,,,,,
R 671 | S 688 | Q17,1694,,,,,,,
R 185 | S 518 | A225,1695,,,,,,,
R 362 (417),1696,,,,,,,
R 364 (419),1697,,,,,,,
R 368 (423),1698,,,,,,,
R 480 | S 5/2a | I1b,1699,,,,,,,
R 366 (421),1700,,,,,,,
R 367 (422),1701,,,,,,,
R 480 | S 5/2a | I1b,1702,,,,,,,
R 532b | S 42/2 | J27/2,1703,,,,,,,
R 495b | S 46/2 | J32/2,1704,,,,,,,
R 385 | S 266 | E39,1705,,,,,,,
R 619 | S 3325 | N65,1706,,,,,,,
"R 369,2 (425,2)",1707,,,,,,,
"R 370,1 | S 648 | C20",1708,,,,,,,
"R 370,1 | S 648 | C20",1709,,,,,,,
R 492a | S 16/1 | K6,1710,,,,,,,
R 492b | S 16/2 | J45,1711,,,,,,,
R 492b | S 16/2 | J45,1712,,,,,,,
C25 [R 439],1713,,,,,,,
[R 439] * s. Kommentar,1714,,,,,,,
[R 439],1715,,,,,,,
[R 439],1716,,,,,,,
R 356,1717,,,,,,,
R 377,1718,,,,,,,
R 377,1719,,,,,,,
-,1720,,,,,,,
R 379 (228),1721,,,,,,,
R 647,1722,,,,,,,
R 648,1723,,,,,,,
,1724,,,,,,,
R 413,1725,,,,,,,
R 554,1726,,,,,,,
"R 584,2",1727,,,,,,,
"R 544,2",1728,,,,,,,
[R 555],1729,,,,,,,
R 433,1730,,,,,,,
R 423,1731,,,,,,,
R 412 | S 95 | G1,1732,,,,,,,
R 423,1733,,,,,,,
R 485a,1734,,,,,,,
,1735,,,,,,,
R 412 | S 95 | G1,1736,,,,,,,
R 412 | S 95 | G1,1737,,,,,,,
R 412 | S 95 | G1,1738,,,,,,,
R 412 | S 95 | G1,1739,,,,,,,
R 413 | S 96 | G2,1740,,,,,,,
R 413 | S 96 | G2,1741,,,,,,,
R 414 | S 97 | G3,1742,,,,,,,
R 414 | S 97 | G3,1743,,,,,,,
R 414 | S 97 | G3,1744,,,,,,,
R 414 | S 97 | G3,1745,,,,,,,
R 414 | S 97 | G3,1746,,,,,,,
(R 415) | S 113b | (G9),1747,,,,,,,
R 416 | S 99 | G6,1748,,,,,,,
R 416 | S 99 | G6,1749,,,,,,,
R 417 | S 100 | G7,1750,,,,,,,
R 418 | S 101 | G10,1751,,,,,,,
R 418 | S 101 | G10,1752,,,,,,,
R 418 | S 101 | G10,1753,,,,,,,
R 418 | S 101 | G10,1754,,,,,,,
R 418 | S 101 | G10,1755,,,,,,,
R 419 | S 102 | G4,1756,,,,,,,
- ,1757,,,,,,,
[WWWv 79],1758,,,,,,,
- ,1759,,,,,,,
R 555,1760,,,,,,,
R 652 ,1761,,,,,,,
"R 651,5 | S 375 | N63",1762,,,,,,,
R 485a,1763,,,,,,,
R 545,1764,,,,,,,
R 484,1765,,,,,,,
R 487,1766,,,,,,,
R 492,1767,,,,,,,
R 492,1768,,,,,,,
R 492,1769,,,,,,,
"[R 14,2]",1770,,,,,,,
R 557d,1771,,,,,,,
R 557d,1772,,,,,,,
R 557d,1773,,,,,,,
R 479,1774,,,,,,,
R 561,1775,,,,,,,
"[R 482,1 / 393]",1776,,,,,,,
R 498 ,1777,,,,,,,
R 459,1778,,,,,,,
R 459,1779,,,,,,,
R 459,1780,,,,,,,
R 460,1781,,,,,,,
R 460,1782,,,,,,,
R 539,1783,,,,,,,
R 482,1784,,,,,,,
R 482,1785,,,,,,,
R 482,1786,,,,,,,
R 586,1787,,,,,,,
R 553,1788,,,,,,,
"R 547,4 | S 80 | L2",1789,,,,,,,
"R 547,2",1790,,,,,,,
R 498 | S 60 | J44,1791,,,,,,,
R 498 | S 60 | J44,1792,,,,,,,
R 508,1793,,,,,,,
R 652 ,1794,,,,,,,
R 652 ,1795,,,,,,,
R 652 ,1796,,,,,,,
R 548,1797,,,,,,,
"R 547,3",1798,,,,,,,
"R 547,2",1799,,,,,,,
"R 547,1",1800,,,,,,,
"R 547,4",1801,,,,,,,
"R 547,4",1802,,,,,,,
"R 547,4",1803,,,,,,,
R 419 | S 102 | G4,1804,,,,,,,
R 419 | S 102 | G4,1805,,,,,,,
R 419 | S 102 | G4,1806,,,,,,,
R 330 (671),1807,,,,,,,
R 430 (R 671),1808,,,,,,,
R 492 (R 671),1809,,,,,,,
R 539,1810,,,,,,,
R 419 | S 102 | G4,1811,,,,,,,
R 419 | S 102 | G4,1812,,,,,,,
R 419 | S 102 | G4,1813,,,,,,,
R 420 | S 103 | G13,1814,,,,,,,
R 421 | S 104 | G22,1815,,,,,,,
R 421 | S 104 | G22,1816,,,,,,,
R 379,1817,,,,,,,
R 422 | S 105 | G17,1818,,,,,,,
R 423 | S 106 | G15,1819,,,,,,,
R 426 | S 109 | G 14,1820,,,,,,,
R 426 | S 109 | G 14,1821,,,,,,,
R 426 | S 109 | G 14,1822,,,,,,,
R 426 | S 109 | G 14,1823,,,,,,,
R 426 | S 109 | G 14,1824,,,,,,,
R 426 | S 109 | G 14,1825,,,,,,,
R 426 | S 109 | G 14,1826,,,,,,,
R 484,1827,,,,,,,
R 425 | S 108 | G12,1828,,,,,,,
R 425 | S 108 | G12,1829,,,,,,,
R 425 | S 108 | G12,1830,,,,,,,
R 425 | S 108 | G12,1831,,,,,,,
R 425 | S 108 | G12,1832,,,,,,,
"R 427,1 | S 110/1 | G 16/1",1833,,,,,,,
"R 427,2 | S 110/2 | G 16/2",1834,,,,,,,
"R 427,2 | S 110/2 | G 16/2",1835,,,,,,,
"R 427,2 | S 110/2 | G 16/2",1836,,,,,,,
R 487,1837,,,,,,,
R 431 | S 356 | G18,1838,,,,,,,
R 432 | S 114 | G20,1839,,,,,,,
R 432 | S 114 | G20,1840,,,,,,,
R 433 | S 115 | G5,1841,,,,,,,
R 433 | S 115 | G5,1842,,,,,,,
R 433 | S 115 | G5,1843,,,,,,,
R 433 | S 115 | G5,1844,,,,,,,
R 433 | S 115 | G5,1845,,,,,,,
R 438 | S 118 | G33,1846,,,,,,,
R 435 | S 358 | G11,1847,,,,,,,
"R 429,1 | S 112/1 | G25/1",1848,,,,,,,
R 487,1849,,,,,,,
R 489 (2),1850,,,,,,,
R 489 ,1851,,,,,,,
R 489,1852,,,,,,,
R 489,1853,,,,,,,
R 489,1854,,,,,,,
R 489,1855,,,,,,,
R 490,1856,,,,,,,
R 490,1857,,,,,,,
R 490,1858,,,,,,,
R 490,1859,,,,,,,
R 490,1860,,,,,,,
R 491,1861,,,,,,,
R 491,1862,,,,,,,
R 491,1863,,,,,,,
"R 491,R 493",1864,,,,,,,
R 491,1865,,,,,,,
R 493,1866,,,,,,,
,1867,,,,,,,
,1868,,,,,,,
,1869,,,,,,,
,1870,,,,,,,
,1871,,,,,,,
R 487,1872,,,,,,,
R 428,1873,,,,,,,
R 509,1874,,,,,,,
R 509,1875,,,,,,,
R 79,1876,,,,,,,
"R 106,2",1877,,,,,,,
R 287,1878,,,,,,,
R 277,1879,,,,,,,
R 493,1880,,,,,,,
R 493,1881,,,,,,,
R 493,1882,,,,,,,
"R 482,1",1883,,,,,,,
R 482,1884,,,,,,,
R 417 | S 100,1885,,,,,,,
R 588 | S 308,1886,,,,,,,
R 506 | S 18/2,1887,,,,,,,
R 506 | S 18/5,1888,,,,,,,
R 641 | S 680,1889,,,,,,,
R 138 | S 472,1890,,,,,,,
R 485 | S 8/2,1891,,,,,,,
R 71 | S 186,1892,,,,,,,
R 71 | S 186,1893,,,,,,,
R 71 | S 186,1894,,,,,,,
R 71 | S 186,1895,,,,,,,
R 71 | S 186,1896,,,,,,,
R 71 | S 186,1897,,,,,,,
R 71 | S 186,1898,,,,,,,
R 71 | S 186,1899,,,,,,,
R 488 | S 12,1900,,,,,,,
R 426 | S 109,1901,,,,,,,
R 157,1902,,,,,,,
aus [R 105a],1903,,,,,,,
aus [R 105a],1904,,,,,,,
aus [R 105a],1905,,,,,,,
"R 441,1",1906,,,,,,,
"R 441,2",1907,,,,,,,
"R 441,3",1908,,,,,,,
"R 441,4",1909,,,,,,,
"R 441,5",1910,,,,,,,
"R 441,6",1911,,,,,,,
R 538,1912,,,,,,,
R 538,1913,,,,,,,
R 538,1914,,,,,,,
R 439,1915,,,,,,,
R 439,1916,,,,,,,
R 539,1917,,,,,,,
R 539,1918,,,,,,,
R 539,1919,,,,,,,
R 539,1920,,,,,,,
R 539,1921,,,,,,,
R 539,1922,,,,,,,
R 539,1923,,,,,,,
R 539,1924,,,,,,,
R 539,1925,,,,,,,
R 539,1926,,,,,,,
R 539,1927,,,,,,,
R 539,1928,,,,,,,
R 539,1929,,,,,,,
R 539,1930,,,,,,,
R 539,1931,,,,,,,
R 244,1932,,,,,,,
"R 10e,3",1933,,,,,,,
"R 10e,4",1934,,,,,,,
"R 10e,5",1935,,,,,,,
R 133 | S 394 | A77,1936,,,,,,,
R 628,1937,,,,,,,
R 628 und 629,1938,,,,,,,
R 628,1939,,,,,,,
R 629,1940,,,,,,,
R 539,1941,,,,,,,
R 592a,1942,,,,,,,
R 593a,1943,,,,,,,
R 539,1944,,,,,,,
R 539,1945,,,,,,,
"R 37,2",1946,,,,,,,
R 539,1947,,,,,,,
R 539,1948,,,,,,,
R 539,1949,,,,,,,
R 539,1950,,,,,,,
R 304 | S 619 | B59,1951,,,,,,,
"R 454
R 460 (E/M H10)
R 458",1952,,,,,,,
"R 454
",1953,,,,,,,
R 460 (E/M H10),1954,,,,,,,
R 458,1955,,,,,,,
R 117 | S 386 | A125,1956,,,,,,,
R 12/5 | S 171a/5 | A111a/5,1957,,,,,,,
R 571a?b | S 283/1?2 | N24 ,1958,,,,,,,
R 455 | S 124 | H4,1959,,,,,,,
R 449/4 | S 363/4 | G24/4,1960,,,,,,,
R 441 | S 359 | G21,1961,,,,,,,
R 441/1 | S 359/1 | G21/1,1962,,,,,,,
R 441/2 | S 359/2 | G21/2,1963,,,,,,,
R 441/2 | S 359/2 | G21/2,1964,,,,,,,
R 441/3 | S 359/3 | G21/3,1965,,,,,,,
R 441/3 | S 359/3 | G21/3,1966,,,,,,,
R 441/4 | S 359/4 | G21/4,1967,,,,,,,
R 441/4 | S 359/4 | G21/4,1968,,,,,,,
R 441/5 | S 359/5 | G21/5,1969,,,,,,,
R 441/5 | S 359/5 | G21/5,1970,,,,,,,
R 441/6 | S 359/6 | G21/6,1971,,,,,,,
R 136 | S 470 | A16c,1972,,,,,,,
R 142 | S 475 | A205,1973,,,,,,,
R 430(a) | S 113(a) | G28,1974,,,,,,,
R 464a | S 377a | D9,1975,,,,,,,
R 457 | S 126 | H8,1976,,,,,,,
R 97 | S 238 | A262,1977,,,,,,,
R 10/1 | S 163/1 | A283/1,1978,,,,,,,
R 356 | S 258 | C18,1979,,,,,,,
,1980,,,,,,,
R 473(1) | S 378(1) | D15(1),1981,,,,,,,
R 389 | S 672c/5 | E30,1982,,,,,,,
R 324 | S 598 | B55,1983,,,,,,,
R 112/1 | S 205a/1 | A335/1,1984,,,,,,,
R 324 | S 598 | B55,1985,,,,,,,
R 324/1 | S 598/1 | B55/1,1986,,,,,,,
R 324/2 | S 598/2 | B55/2,1987,,,,,,,
R 324/3 | S 598/3 | B55/3,1988,,,,,,,
,1989,,,,,,,
R 112/5 | S 205a/5 | A335/5,1990,,,,,,,
R 179/2 | S 512/2 | A310/2,1991,,,,,,,
R 492a | S 16/2 | J45,1992,,,,,,,
R 330(2) | S 604(2) | B28,1993,,,,,,,
R 254 | S 570 | A306,1994,,,,,,,
R 112/3 | S 205a/3 | A335/3,1995,,,,,,,
R 112/3 | S 205a/3 | A335/3,1996,,,,,,,
R 112/3 | S 205a/3 | A335/3,1997,,,,,,,
R 238 | S 553 | A141,1998,,,,,,,
R 238/1 | S 553/1 | A141/1,1999,,,,,,,
R 238/2 | S 553/2 | A141/2,2000,,,,,,,
R 429/3 | S 112/3 | G25/3,2001,,,,,,,
R 429/3 | S 112/3 | G25/3,2002,,,,,,,
R 10/3 | S 163/3 | A 283,2003,,,,,,,
,2004,,,,,,,
R 92 | S 248 | A85,2005,,,,,,,
R 239/2 | S 554/2 | A329,2006,,,,,,,
R 39 | S 217 | A317,2007,,,,,,,
R 449/2 | S 363/2,2008,,,,,,,
R 449 | S 363 G24,2009,,,,,,,
"R 10e,Nr. 7",2010,,,,,,,
"R 14,Nr. 7",2011,,,,,,,
[R 38],2012,,,,,,,
[R 213],2013,,,,,,,
"R 449,Nr. 4",2014,,,,,,,
R 444,2015,,,,,,,
R 444 (und 465),2016,,,,,,,
R 444,2017,,,,,,,
R 444,2018,,,,,,,
R 444,2019,,,,,,,
R 444,2020,,,,,,,
R 444,2021,,,,,,,
"R 455 | S 124 | H4
R 456 | S 125 | H6",2022,,,,,,,
R 455 | S 124 | H4,2023,,,,,,,
R 456 | S 125 | H6,2024,,,,,,,
R 452 | S 121 | H1,2025,,,,,,,
R 452 | S 121 | H1,2026,,,,,,,
,2027,,,,,,,
R 457 | S 126/2 | H8,2028,,,,,,,
R 454 | S 122 | H9,2029,,,,,,,
R 453 | S 120 | H2,2030,,,,,,,
R 541,2031,,,,,,,
R 455 | S 124 | H4,2032,,,,,,,
R 456 | S 125 | H6,2033,,,,,,,
R 603/1,2034,,,,,,,
R 603/1,2035,,,,,,,
R 447,2036,,,,,,,
R 504,2037,,,
R 484,2038,,,,,,,
R 182,2039,,,,,,,
"R 542,1",2040,,,,,,,
"R 106,1",2041,,,,,,,
R 457,2042,,,,,,,
"R 10e,Nr.5",2043,,,,,,,
,2044,,,,,,,
R 359 | S 637 | C11,2045,,,,,,,
R 360 | S 638 | C12,2046,,,,,,,
R 365 | S 643 | C16,2047,,,,,,,
"R 455 | S 124 | H4
S 125a | Q6        
R 456 | S 125 | H6",2048,,,,,,,
R 455 | S 124 | H4,2049,,,,,,,
R 455 | S 124 | H4,2050,,,,,,,
R 455 | S 124 | H4,2051,,,,,,,
S 125a | Q6,2052,,,,,,,
R 456 | S 125 | H6,2053,,,,,,,
R 455 | S 124 | H4,2054,,,,,,,
R 456 | S 125 | H6,2055,,,,,,,
R 483 | S 47 | J41,2056,,,,,,,
R 483,2057,,,,,,,
R 483,2058,,,,,,,
R 607,2059,,,,,,,
S 723a | W6 ,2060,,,,,,,
"R 236,2",2061,,,,,,,
,2062,,,,,,,
,2063,,,,,,,
"R 354,1",2064,,,,,,,
,2065,,,,,,,
,2066,,,,,,,
R 75 | S 168 | A94,2067,,,,,,,
R 638 | S 345 | L14,2068,,,,,,,
R 583 | S 302 | N45,2069,,,,,,,
"R 429,1 und 2 | S 112 | G25",2070,,,,,,,
"R 429,1",2071,,,,,,,
"R 429,2",2072,,,,,,,
R 556 | S 86 | M30,2073,,,,,,,
R 556 | S 86 | M30,2074,,,,,,,
R 556 | S 86 | M30,2075,,,,,,,
R - | S 67a / 67a bis | L6,2076,,,,,,,
R - | S 67a / 67a bis | L6,2077,,,,,,,
,2078,,,,,,,
R - | S 67a / 67a bis | L6,2079,,,,,,,
R 562 | S 92 | A268,2080,,,,,,,
R 562 | S 92 | A268,2081,,,,,,,
R 554 | S 84 | M28,2082,,,,,,,
R 554 | S 84 | M28,2083,,,,,,,
R 554 | S 84 | M28,2084,,,,,,,
R 544 | S 75 | M12,2085,,,,,,,
R 544 | S 75 | M12,2086,,,,,,,
R 544 | S 75 | M12,2087,,,,,,,
"R 539 | S 69/1 | L8/1
R 199 | S 507a | A213",2088,,,,,,,
R 539 | S 69/1 | L8/1,2089,,,,,,,
R 199 | S 507a | A213,2090,,,,,,,
S 692e,2091,,,,,,,
,2092,,,,,,,
,2093,,,,,,,
,2094,,,,,,,
,2095,,,,,,,
,2096,,,,,,,
,2097,,,,,,,
,2098,,,,,,,
,2099,,,,,,,
,2100,,,,,,,
R 476 | S 1 | O1,2101,,,,,,,
R 476 | S 1 | O1,2102,,,,,,,
R 410 | S 679 | F1,2103,,,,,,,
-,2104,,,,,,,
"R 407,1 | S 676 | E10",2105,,,,,,,
R 105c | S 242 | A60b,2106,,,,,,,
R 105c | S 242 | A60b,2107,,,,,,,
R 105c | S 242 | A60b,2108,,,,,,,
R 105c | S 242 | A60b,2109,,,,,,,
[R 53],2110,,,,,,,
R 143 | S 478 | A99,2111,,,,,,,
R 146 | S 481 | A147,2112,,,,,,,
R 374 | S 652 | C24,2113,,,,,,,
R 636 (?),2114,,,Fragment,korrigierte Abschrift (Fragment),,,
,2115,,,,,,,
R 620 | S 327 | N68,2116,,,,,,,
"R 642,1 | S 342/1 | K9/1",2117,,,,,,,
"R 642,2 | S 342/2 | K9/2",2118,,,,,,,
R 499b | S 34/2 | J19/2 ,2119,,,,,,,
R 667 | S 690 | Q1,2120,,,,,,,
R 283 | S 450 | A315,2121,,,,,,,
R 380 | S 259 | E1 ,2122,,,,,,,
R 340 | S 584 | B6,2123,,,,,,,
R 10a | S 160 | A159,2124,,,,,,,
R 10a/1 | S 160 | A159,2125,,,,,,,
R 10a/2 | S 160 | A159,2126,,,,,,,
R 10a/3 | S 160 | A159,2127,,,,,,,
R 10a/4 | S 160 | A159,2128,,,,,,,
R 10a/5 | S 160 | A159,2129,,,,,,,
R 10a/6 | S 160 | A159,2130,,,,,,,
R 10a/7 | S 160 | A159,2131,,,,,,,
R 10a/8 | S 160 | A159,2132,,,,,,,
R 10a/9 | S 160 | A159,2133,,,,,,,
R 10b/2 | S 161 | A55,2134,,,,,,,
R 586b | S 293/2 | N37,2135,,,,,,,
R 203 | S 533 | A98,2136,,,,,,,
R 152 | 398 | A23,2137,,,,,,,
R 236/2 | 424 | A36,2138,,,,,,,
R 378 | 655 | C3,2139,,,,,,,
R 489 | S 13/2 | I3,2140,,,,,,,
